name,free_returns,items_sold,price,status,shipping
Whole Bean Coffee 4.5 Lbs Starbucks House Blend Med Roast 6/12 Oz Bags 5/12/22,True,35,3500,Brand New,0
Dunkin Donuts Original Blend Ground Coffee Medium Roast LOT 4LB 64oz,False,0,3599,Brand New,0
"Maxwell House Gourmet Roast Medium Roast Ground Coffee, 25.6 oz Canister Free",False,,1012,Brand New,0
Colombian Coffee,False,,885,Brand New,0
3 Pack My K-Cup Coffee Filter Reusable Replacement Refillable Holder for Keurig ,True,1406,995,Brand New,0
Ethiopian Yirgacheffe Washed Arabica Green / Unroasted Coffee Beans 5 Pounds,True,905,3595,Brand New,349
Brazilian Yellow Bourbon Peaberry Coffee Beans Green Un-roasted 5 Pounds. ,True,256,3595,Brand New,349
"Starbucks Whole Bean Coffee, Espresso Roast Dark (40 oz.)",True,,1699,Brand New,0
"Two Rivers Assorted Bold & Dark Roast Coffee Pods, Variety Sampler Pk, 40 Count",True,83,2290,Brand New,0
Peet's Decaf Major Dickason's Blend Ground Coffee 3 Packages Dark Roast,False,,2400,Brand New,0
Folgers Black Silk Espresso (40.3 oz.) 100% Pure Mountain Grown Coffee,True,12,1899,Brand New,0
Starbucks Dark French Roast Ground Coffee 40 oz View Details SHIP FREE BRAND NEW,False,,2670,Brand New,0
Nespresso Variety Pack- 50 count NEW IN BOX IN ORIGINAL PACKAGING,False,103,1700,Brand New,1710
"Junior's Most Fabulous Brooklyn Blend, Medium Roast Ground Coffee, 2/12 oz bags",False,0,2100,Brand New,0
STARBUCKS Pike Place Whole Bean Medium Roast Coffee 6.6 lb See Full Descriptions,False,,4299,Brand New,0
Chocolatier Caramel Coffee 10 Ounce,False,,2200,Brand New,0
"Nespresso Capsules OriginalLine Ristretto Intenso Pods, 50 Ct,BBD: 4/30/2022",False,,2018,Brand New,0
"Black Silk Dark Roast Ground Coffee, 10.3 Ounces",False,,1189,Brand New,0
Folgers Black Silk Espresso (40.3 oz.) 100% Pure Mountain Grown Coffee,False,80,1851,Brand New,300
Kahlua Coffee Keurig Single Serve K-Cup Pods Light Roast Coffee 96 Ct Exp 5-2022,False,0,2990,Brand New,1490
Nestle Coffee mate Original Powdered Coffee Creamer (56 oz.) 2 pack ,False,64,1999,Brand New,0
"Gloria Jean's Raspberry Chocolate Lava Coffee, Keurig K-Cup Pod, 24 Count",False,0,1499,Brand New,0
"Starbucks Pike Place Medium Roast Coffee Ground - 12oz BB Oct 30, 2022",False,,99,Brand New,1346
5 LBS HIGH ALTITUDE PERUVIAN PERU UNROASTED GREEN COFFEE BEANS - ORGANIC ARABICA,True,,3399,Brand New,0
PACK OF 6 Yuban Traditional Roast Medium Roast Ground Coffee Club Pack (48 oz.),False,0,5899,Brand New,0
Slimming Coffee 3in1,False,152,2599,Brand New,500
NO SURRENDER® Coffee,False,0,1499,Brand New,0
2 Cans Yuban Gold Original Ground Coffee Medium 44 OZ Each Can,False,268,3999,Brand New,0
Crave Beverages Flavored Coffee Pods Variety Pack for Keurig K-Cup 100 Count NEW,False,39,3760,Brand New,0
NESPRESSO VERTUOLINE Coffee Pods 10 Capsules Mix Flavors ,False,,1795,Brand New,0
"Original Roast Medium Roast K-Cup® Coffee Pods, 60 ct. Box",False,0,3294,Brand New,0
"Starbucks Pumpkin Spice Ground Coffee, Light Roast, 11oz, 8 Bags, 03/2022",True,,2898,Brand New,0
"Starbucks 100% Arabica Colombia Medium Roast VIA Instant Coffee, Fresh Exp Date",False,,190014900,Brand New,499
"2 PACK Maxwell House Medium Roast House Blend Coffee K-Cups (31 oz., 100 ct.) ",False,0,6400,Brand New,0
"Chock full o'Nuts Heavenly Ground Coffee, Original Blend, 48 oz. x 3 Packs",False,0,3199,Brand New,0
"Starbucks 2022 Holiday Blend Ground Coffee Medium Roast, Keurig K Cup Pods",True,0,11989788,Brand New,0
Starbucks (2-Pack) 2022 Odyssey Blend Medium Roast 16oz Whole Bean Coffee Bags!,True,,2999,Brand New,0
"Member's Mark Organic Dark Roast Coffee, Single-Serve Cups (100 ct.)",False,0,2999,Brand New,0
McCafe Premium Roast K-Cup Coffee Pods (94 Count) 100% Arabica Beans Coffee,True,,4499,Brand New,0
Kirkland Signature Coffee Keurig K-Cups Pacific Bold Dark or Breakfast Light NEW,False,,9346995,Brand New,0
NEW ! Dunkin' Donuts Original Blend K-Cups (72 ct.) Free Ship,False,0,4000,Brand New,0
Starbucks VIA Instant Pike Place Coffee Med Roast  50 Loose Packets BB 10/23/22,True,,2150,Brand New,0
NEW Folgers Classic Roast Coffee K-Cups (100 ct.) FREE SHIPPING BEST PRICE,False,,4388,Brand New,0
"Seattle'S Best Coffee Post Alley Blend Dark Roast Ground Coffee, 20 Oz",True,,1358,Brand New,0
Dunkin' Donuts Coffee 22 Ct. K-Cups Pods Original Blend Keurig Medium Roast NEW,False,,2198,Brand New,0
"Organo Gold Cafe Latte Gourmet Coffee, 20 Sachets",False,,3600,Brand New,0
Dunkin' Donuts Original Blend K-Cups (72 ct.) Great Deal,False,0,4199,Brand New,0
Krispy Kreme Classic Single-Serve Keurig K-Cup Pods Medium Roast Coffee 96Ct !!!,False,0,4225,Brand New,0
100 % Jamaican Blue Mountain Peaberry Coffee Medium Roasted 1 Pound Bag,True,783,2595,Brand New,349
100% Kona Hawaiian Coffee Beans Dark Roasted 1 To 10 Pounds 1 Pound Bags,True,138,239514495,Brand New,349
